tl_id,phase_seq,char_idx,signal_char,lane_id,from_edge,to_edge
201301,1,11,y,:201301_10_1,477649571_010101_02,477604827_02_02
201301,1,12,g,:201301_12_0,477649571_010101_02,477649559_01
201301,1,13,r,:201301_13_0,477649559_02,477649571_010101_01
201301,1,14,r,:201301_14_0,477649559_02,477649509_01
201301,1,15,r,:201301_14_1,477649559_02,477649509_01
201301,1,16,r,:201301_16_0,477649559_02,477604827_02_02
201301,2,0,r,:201301_0_0,477604827_02_01,477649559_01
201301,2,1,r,:201301_1_0,477604827_02_01,477649571_010101_01
201301,2,2,r,:201301_1_1,477604827_02_01,477649571_010101_01
201301,2,3,G,:201301_3_0,477604827_02_01,477649509_01
201301,2,4,r,:201301_4_0,477649509_02,477604827_02_02
201301,2,5,r,:201301_5_0,477649509_02,477649559_01
201301,2,6,r,:201301_5_1,477649509_02,477649559_01
201301,2,7,r,:201301_7_0,477649509_02,477649571_010101_01
201301,2,8,r,:201301_8_0,477649509_02,477649509_01
201301,2,9,r,:201301_9_0,477649571_010101_02,477649509_01
201301,2,10,r,:201301_10_0,477649571_010101_02,477604827_02_02
201301,2,11,r,:201301_10_1,477649571_010101_02,477604827_02_02
201301,2,12,G,:201301_12_0,477649571_010101_02,477649559_01
201301,2,13,r,:201301_13_0,477649559_02,477649571_010101_01
201301,2,14,r,:201301_14_0,477649559_02,477649509_01
201301,2,15,r,:201301_14_1,477649559_02,477649509_01
201301,2,16,r,:201301_16_0,477649559_02,477604827_02_02
201301,3,0,r,:201301_0_0,477604827_02_01,477649559_01
201301,3,1,r,:201301_1_0,477604827_02_01,477649571_010101_01
201301,3,2,r,:201301_1_1,477604827_02_01,477649571_010101_01
201301,3,3,y,:201301_3_0,477604827_02_01,477649509_01
201301,3,4,r,:201301_4_0,477649509_02,477604827_02_02
201301,3,5,r,:201301_5_0,477649509_02,477649559_01
201301,3,6,r,:201301_5_1,477649509_02,477649559_01
201301,3,7,r,:201301_7_0,477649509_02,477649571_010101_01
201301,3,8,r,:201301_8_0,477649509_02,477649509_01
201301,3,9,r,:201301_9_0,477649571_010101_02,477649509_01
201301,3,10,r,:201301_10_0,477649571_010101_02,477604827_02_02
201301,3,11,r,:201301_10_1,477649571_010101_02,477604827_02_02
201301,3,12,y,:201301_12_0,477649571_010101_02,477649559_01
201301,3,13,r,:201301_13_0,477649559_02,477649571_010101_01
201301,3,14,r,:201301_14_0,477649559_02,477649509_01
201301,3,15,r,:201301_14_1,477649559_02,477649509_01
201301,3,16,r,:201301_16_0,477649559_02,477604827_02_02
201301,4,0,r,:201301_0_0,477604827_02_01,477649559_01
201301,4,1,r,:201301_1_0,477604827_02_01,477649571_010101_01
201301,4,2,r,:201301_1_1,477604827_02_01,477649571_010101_01
201301,4,3,r,:201301_3_0,477604827_02_01,477649509_01
201301,4,4,G,:201301_4_0,477649509_02,477604827_02_02
201301,4,5,G,:201301_5_0,477649509_02,477649559_01
201301,4,6,G,:201301_5_1,477649509_02,477649559_01
201301,4,7,g,:201301_7_0,477649509_02,477649571_010101_01
201301,4,8,g,:201301_8_0,477649509_02,477649509_01
201301,4,9,r,:201301_9_0,477649571_010101_02,477649509_01
201301,4,10,r,:201301_10_0,477649571_010101_02,477604827_02_02
201301,4,11,r,:201301_10_1,477649571_010101_02,477604827_02_02
201301,4,12,r,:201301_12_0,477649571_010101_02,477649559_01
201301,4,13,G,:201301_13_0,477649559_02,477649571_010101_01
201301,4,14,G,:201301_14_0,477649559_02,477649509_01
201301,4,15,G,:201301_14_1,477649559_02,477649509_01
201301,4,16,g,:201301_16_0,477649559_02,477604827_02_02
201301,5,0,r,:201301_0_0,477604827_02_01,477649559_01
201301,5,1,r,:201301_1_0,477604827_02_01,477649571_010101_01
201301,5,2,r,:201301_1_1,477604827_02_01,477649571_010101_01
201301,5,3,r,:201301_3_0,477604827_02_01,477649509_01
201301,5,4,y,:201301_4_0,477649509_02,477604827_02_02
201301,5,5,y,:201301_5_0,477649509_02,477649559_01
201301,5,6,y,:201301_5_1,477649509_02,477649559_01
201301,5,7,y,:201301_7_0,477649509_02,477649571_010101_01
201301,5,8,y,:201301_8_0,477649509_02,477649509_01
201301,5,9,r,:201301_9_0,477649571_010101_02,477649509_01
201301,5,10,r,:201301_10_0,477649571_010101_02,477604827_02_02
201301,5,11,r,:201301_10_1,477649571_010101_02,477604827_02_02
201301,5,12,r,:201301_12_0,477649571_010101_02,477649559_01
201301,5,13,y,:201301_13_0,477649559_02,477649571_010101_01
201301,5,14,y,:201301_14_0,477649559_02,477649509_01
201301,5,15,y,:201301_14_1,477649559_02,477649509_01
201301,5,16,y,:201301_16_0,477649559_02,477604827_02_02
201305,0,0,G,:201305_0_0,477605452_02,477666530_01
201305,0,1,G,:201305_1_0,477605452_02,477605619_01
201305,0,2,G,:201305_1_1,477605452_02,477605619_01
201305,0,3,G,:201305_1_2,477605452_02,477605619_01
201305,0,4,G,:201305_1_3,477605452_02,477605619_01
201305,0,5,G,:201305_1_4,477605452_02,477605619_01
201305,0,6,g,:201305_6_0,477605452_02,477649545_01
201305,0,7,g,:201305_7_0,477605452_02,477605452_01
201305,0,8,r,:201305_8_0,477649545_02,477605452_01
201305,0,9,r,:201305_9_0,477649545_02,477666530_01
201305,0,10,r,:201305_9_1,477649545_02,477666530_01
201305,0,11,r,:201305_11_0,477649545_02,477605619_01
201305,0,12,G,:201305_12_0,477605619_02,477649545_01
201305,0,13,G,:201305_13_0,477605619_02,477605452_01
201305,0,14,G,:201305_13_1,477605619_02,477605452_01
201305,0,15,G,:201305_13_2,477605619_02,477605452_01
201305,0,16,G,:201305_13_3,477605619_02,477605452_01
201305,0,17,G,:201305_13_4,477605619_02,477605452_01
201305,0,18,g,:201305_18_0,477605619_02,477666530_01
201305,0,19,g,:201305_19_0,477605619_02,477605619_01
201305,0,20,r,:201305_20_0,477666530_02,477605619_01
201305,0,21,r,:201305_21_0,477666530_02,477649545_01
201305,0,22,r,:201305_22_0,477666530_02,477605452_01
201305,0,23,r,:201305_23_0,477666530_02,477666530_01
201305,1,0,y,:201305_0_0,477605452_02,477666530_01
201305,1,1,y,:201305_1_0,477605452_02,477605619_01
201305,1,2,y,:201305_1_1,477605452_02,477605619_01
201305,1,3,y,:201305_1_2,477605452_02,477605619_01
201305,1,4,y,:201305_1_3,477605452_02,477605619_01
201305,1,5,y,:201305_1_4,477605452_02,477605619_01
201305,1,6,g,:201305_6_0,477605452_02,477649545_01
201305,1,7,g,:201305_7_0,477605452_02,477605452_01
201305,1,8,r,:201305_8_0,477649545_02,477605452_01
201305,1,9,r,:201305_9_0,477649545_02,477666530_01
201305,1,10,r,:201305_9_1,477649545_02,477666530_01
201305,1,11,r,:201305_11_0,477649545_02,477605619_01
201305,1,12,y,:201305_12_0,477605619_02,477649545_01
201305,1,13,y,:201305_13_0,477605619_02,477605452_01
201305,1,14,y,:201305_13_1,477605619_02,477605452_01
201305,1,15,y,:201305_13_2,477605619_02,477605452_01
201305,1,16,y,:201305_13_3,477605619_02,477605452_01
201305,1,17,y,:201305_13_4,477605619_02,477605452_01
201305,1,18,g,:201305_18_0,477605619_02,477666530_01
201305,1,19,g,:201305_19_0,477605619_02,477605619_01
201305,1,20,r,:201305_20_0,477666530_02,477605619_01
201305,1,21,r,:201305_21_0,477666530_02,477649545_01
201305,1,22,r,:201305_22_0,477666530_02,477605452_01
201305,1,23,r,:201305_23_0,477666530_02,477666530_01
201305,2,0,r,:201305_0_0,477605452_02,477666530_01
201305,2,1,r,:201305_1_0,477605452_02,477605619_01
201305,2,2,r,:201305_1_1,477605452_02,477605619_01
201305,2,3,r,:201305_1_2,477605452_02,477605619_01
201305,2,4,r,:201305_1_3,477605452_02,477605619_01
201305,2,5,r,:201305_1_4,477605452_02,477605619_01
201305,2,6,G,:201305_6_0,477605452_02,477649545_01
201305,2,7,G,:201305_7_0,477605452_02,477605452_01
201305,2,8,r,:201305_8_0,477649545_02,477605452_01
201305,2,9,r,:201305_9_0,477649545_02,477666530_01
201305,2,10,r,:201305_9_1,477649545_02,477666530_01
201305,2,11,r,:201305_11_0,477649545_02,477605619_01
201305,2,12,r,:201305_12_0,477605619_02,477649545_01
201305,2,13,r,:201305_13_0,477605619_02,477605452_01
201305,2,14,r,:201305_13_1,477605619_02,477605452_01
201305,2,15,r,:201305_13_2,477605619_02,477605452_01
201305,2,16,r,:201305_13_3,477605619_02,477605452_01
201305,2,17,r,:201305_13_4,477605619_02,477605452_01
201305,2,18,G,:201305_18_0,477605619_02,477666530_01
201305,2,19,G,:201305_19_0,477605619_02,477605619_01
201305,2,20,r,:201305_20_0,477666530_02,477605619_01
201305,2,21,r,:201305_21_0,477666530_02,477649545_01
201305,2,22,r,:201305_22_0,477666530_02,477605452_01
201305,2,23,r,:201305_23_0,477666530_02,477666530_01
201305,3,0,r,:201305_0_0,477605452_02,477666530_01
201305,3,1,r,:201305_1_0,477605452_02,477605619_01
201305,3,2,r,:201305_1_1,477605452_02,477605619_01
201305,3,3,r,:201305_1_2,477605452_02,477605619_01
201305,3,4,r,:201305_1_3,477605452_02,477605619_01
201305,3,5,r,:201305_1_4,477605452_02,477605619_01
201305,3,6,y,:201305_6_0,477605452_02,477649545_01
201305,3,7,y,:201305_7_0,477605452_02,477605452_01
201305,3,8,r,:201305_8_0,477649545_02,477605452_01
201305,3,9,r,:201305_9_0,477649545_02,477666530_01
201305,3,10,r,:201305_9_1,477649545_02,477666530_01
201305,3,11,r,:201305_11_0,477649545_02,477605619_01
201305,3,12,r,:201305_12_0,477605619_02,477649545_01
201305,3,13,r,:201305_13_0,477605619_02,477605452_01
201305,3,14,r,:201305_13_1,477605619_02,477605452_01
201305,3,15,r,:201305_13_2,477605619_02,477605452_01
201305,3,16,r,:201305_13_3,477605619_02,477605452_01
201305,3,17,r,:201305_13_4,477605619_02,477605452_01
201305,3,18,y,:201305_18_0,477605619_02,477666530_01
201305,3,19,y,:201305_19_0,477605619_02,477605619_01
201305,3,20,r,:201305_20_0,477666530_02,477605619_01
201305,3,21,r,:201305_21_0,477666530_02,477649545_01
201305,3,22,r,:201305_22_0,477666530_02,477605452_01
201305,3,23,r,:201305_23_0,477666530_02,477666530_01
201305,4,0,r,:201305_0_0,477605452_02,477666530_01
201305,4,1,r,:201305_1_0,477605452_02,477605619_01
201305,4,2,r,:201305_1_1,477605452_02,477605619_01
201305,4,3,r,:201305_1_2,477605452_02,477605619_01
201305,4,4,r,:201305_1_3,477605452_02,477605619_01
201305,4,5,r,:201305_1_4,477605452_02,477605619_01
201305,4,6,r,:201305_6_0,477605452_02,477649545_01
201305,4,7,r,:201305_7_0,477605452_02,477605452_01
201305,4,8,G,:201305_8_0,477649545_02,477605452_01
201305,4,9,G,:201305_9_0,477649545_02,477666530_01
201305,4,10,G,:201305_9_1,477649545_02,477666530_01
201305,4,11,g,:201305_11_0,477649545_02,477605619_01
201305,4,12,r,:201305_12_0,477605619_02,477649545_01
201305,4,13,r,:201305_13_0,477605619_02,477605452_01
201305,4,14,r,:201305_13_1,477605619_02,477605452_01
201305,4,15,r,:201305_13_2,477605619_02,477605452_01
201305,4,16,r,:201305_13_3,477605619_02,477605452_01
201305,4,17,r,:201305_13_4,477605619_02,477605452_01
201305,4,18,r,:201305_18_0,477605619_02,477666530_01
201305,4,19,r,:201305_19_0,477605619_02,477605619_01
201305,4,20,G,:201305_20_0,477666530_02,477605619_01
201305,4,21,G,:201305_21_0,477666530_02,477649545_01
201305,4,22,g,:201305_22_0,477666530_02,477605452_01
201305,4,23,g,:201305_23_0,477666530_02,477666530_01
201305,5,0,r,:201305_0_0,477605452_02,477666530_01
201305,5,1,r,:201305_1_0,477605452_02,477605619_01
201305,5,2,r,:201305_1_1,477605452_02,477605619_01
201305,5,3,r,:201305_1_2,477605452_02,477605619_01
201305,5,4,r,:201305_1_3,477605452_02,477605619_01
201305,5,5,r,:201305_1_4,477605452_02,477605619_01
201305,5,6,r,:201305_6_0,477605452_02,477649545_01
201305,5,7,r,:201305_7_0,477605452_02,477605452_01
201305,5,8,y,:201305_8_0,477649545_02,477605452_01
201305,5,9,y,:201305_9_0,477649545_02,477666530_01
201305,5,10,y,:201305_9_1,477649545_02,477666530_01
201305,5,11,g,:201305_11_0,477649545_02,477605619_01
201305,5,12,r,:201305_12_0,477605619_02,477649545_01
201305,5,13,r,:201305_13_0,477605619_02,477605452_01
201305,5,14,r,:201305_13_1,477605619_02,477605452_01
201305,5,15,r,:201305_13_2,477605619_02,477605452_01
201305,5,16,r,:201305_13_3,477605619_02,477605452_01
201305,5,17,r,:201305_13_4,477605619_02,477605452_01
201305,5,18,r,:201305_18_0,477605619_02,477666530_01
201305,5,19,r,:201305_19_0,477605619_02,477605619_01
201305,5,20,y,:201305_20_0,477666530_02,477605619_01
201305,5,21,y,:201305_21_0,477666530_02,477649545_01
201305,5,22,g,:201305_22_0,477666530_02,477605452_01
201305,5,23,g,:201305_23_0,477666530_02,477666530_01
201305,6,0,r,:201305_0_0,477605452_02,477666530_01
201305,6,1,r,:201305_1_0,477605452_02,477605619_01
201305,6,2,r,:201305_1_1,477605452_02,477605619_01
201305,6,3,r,:201305_1_2,477605452_02,477605619_01
201305,6,4,r,:201305_1_3,477605452_02,477605619_01
201305,6,5,r,:201305_1_4,477605452_02,477605619_01
201305,6,6,r,:201305_6_0,477605452_02,477649545_01
201305,6,7,r,:201305_7_0,477605452_02,477605452_01
201305,6,8,r,:201305_8_0,477649545_02,477605452_01
201305,6,9,r,:201305_9_0,477649545_02,477666530_01
201305,6,10,r,:201305_9_1,477649545_02,477666530_01
201305,6,11,G,:201305_11_0,477649545_02,477605619_01
201305,6,12,r,:201305_12_0,477605619_02,477649545_01
201305,6,13,r,:201305_13_0,477605619_02,477605452_01
201305,6,14,r,:201305_13_1,477605619_02,477605452_01
201305,6,15,r,:201305_13_2,477605619_02,477605452_01
201305,6,16,r,:201305_13_3,477605619_02,477605452_01
201305,6,17,r,:201305_13_4,477605619_02,477605452_01
201305,6,18,r,:201305_18_0,477605619_02,477666530_01
201305,6,19,r,:201305_19_0,477605619_02,477605619_01
201305,6,20,r,:201305_20_0,477666530_02,477605619_01
201305,6,21,r,:201305_21_0,477666530_02,477649545_01
201305,6,22,G,:201305_22_0,477666530_02,477605452_01
201305,6,23,G,:201305_23_0,477666530_02,477666530_01
201305,7,0,r,:201305_0_0,477605452_02,477666530_01
201305,7,1,r,:201305_1_0,477605452_02,477605619_01
201305,7,2,r,:201305_1_1,477605452_02,477605619_01
201305,7,3,r,:201305_1_2,477605452_02,477605619_01
201305,7,4,r,:201305_1_3,477605452_02,477605619_01
201305,7,5,r,:201305_1_4,477605452_02,477605619_01
201305,7,6,r,:201305_6_0,477605452_02,477649545_01
201305,7,7,r,:201305_7_0,477605452_02,477605452_01
201305,7,8,r,:201305_8_0,477649545_02,477605452_01
201305,7,9,r,:201305_9_0,477649545_02,477666530_01
201305,7,10,r,:201305_9_1,477649545_02,477666530_01
201305,7,11,y,:201305_11_0,477649545_02,477605619_01
201305,7,12,r,:201305_12_0,477605619_02,477649545_01
201305,7,13,r,:201305_13_0,477605619_02,477605452_01
201305,7,14,r,:201305_13_1,477605619_02,477605452_01
201305,7,15,r,:201305_13_2,477605619_02,477605452_01
201305,7,16,r,:201305_13_3,477605619_02,477605452_01
201305,7,17,r,:201305_13_4,477605619_02,477605452_01
201305,7,18,r,:201305_18_0,477605619_02,477666530_01
201305,7,19,r,:201305_19_0,477605619_02,477605619_01
201305,7,20,r,:201305_20_0,477666530_02,477605619_01
201305,7,21,r,:201305_21_0,477666530_02,477649545_01
201305,7,22,y,:201305_22_0,477666530_02,477605452_01
201305,7,23,y,:201305_23_0,477666530_02,477666530_01
201306,0,0,G,:201306_0_0,477649578_02_01,477651439_01
201306,0,1,G,:201306_1_0,477649578_02_01,477610076_01
201306,0,2,G,:201306_1_1,477649578_02_01,477610076_01
201306,0,3,g,:201306_3_0,477649578_02_01,477649580_01_01
201306,0,4,r,:201306_4_0,477649580_01_02,477649578_02_02
201306,0,5,r,:201306_5_0,477649580_01_02,477651439_01
201306,0,6,r,:201306_5_1,477649580_01_02,477651439_01
201306,0,7,r,:201306_7_0,477649580_01_02,477610076_01
201306,0,8,G,:201306_8_0,477610076_02,477649578_02_02
201306,0,9,G,:201306_8_1,477610076_02,477649578_02_02
201306,0,10,g,:201306_10_0,477610076_02,477651439_01
201306,0,11,g,:201306_11_0,477610076_02,477610076_01
201306,0,12,r,:201306_12_0,477651439_02,477610076_01
201306,0,13,r,:201306_13_0,477651439_02,477649580_01_01
201306,0,14,r,:201306_13_1,477651439_02,477649580_01_01
201306,1,0,y,:201306_0_0,477649578_02_01,477651439_01
201306,1,1,y,:201306_1_0,477649578_02_01,477610076_01
201306,1,2,y,:201306_1_1,477649578_02_01,477610076_01
201306,1,3,g,:201306_3_0,477649578_02_01,477649580_01_01
201306,1,4,r,:201306_4_0,477649580_01_02,477649578_02_02
201306,1,5,r,:201306_5_0,477649580_01_02,477651439_01
201306,1,6,r,:201306_5_1,477649580_01_02,477651439_01
201306,1,7,r,:201306_7_0,477649580_01_02,477610076_01
201306,1,8,y,:201306_8_0,477610076_02,477649578_02_02
201306,1,9,y,:201306_8_1,477610076_02,477649578_02_02
201306,1,10,g,:201306_10_0,477610076_02,477651439_01
201306,1,11,g,:201306_11_0,477610076_02,477610076_01
201306,1,12,r,:201306_12_0,477651439_02,477610076_01
201306,1,13,r,:201306_13_0,477651439_02,477649580_01_01
201306,1,14,r,:201306_13_1,477651439_02,477649580_01_01
201306,2,0,r,:201306_0_0,477649578_02_01,477651439_01
201306,2,1,r,:201306_1_0,477649578_02_01,477610076_01
201306,2,2,r,:201306_1_1,477649578_02_01,477610076_01
201306,2,3,G,:201306_3_0,477649578_02_01,477649580_01_01
201306,2,4,r,:201306_4_0,477649580_01_02,477649578_02_02
201306,2,5,r,:201306_5_0,477649580_01_02,477651439_01
201306,2,6,r,:201306_5_1,477649580_01_02,477651439_01
201306,2,7,r,:201306_7_0,477649580_01_02,477610076_01
201306,2,8,r,:201306_8_0,477610076_02,477649578_02_02
201306,2,9,r,:201306_8_1,477610076_02,477649578_02_02
201306,2,10,G,:201306_10_0,477610076_02,477651439_01
201306,2,11,G,:201306_11_0,477610076_02,477610076_01
201306,2,12,r,:201306_12_0,477651439_02,477610076_01
201306,2,13,r,:201306_13_0,477651439_02,477649580_01_01
201306,2,14,r,:201306_13_1,477651439_02,477649580_01_01
201306,3,0,r,:201306_0_0,477649578_02_01,477651439_01
201306,3,1,r,:201306_1_0,477649578_02_01,477610076_01
201306,3,2,r,:201306_1_1,477649578_02_01,477610076_01
201306,3,3,y,:201306_3_0,477649578_02_01,477649580_01_01
201306,3,4,r,:201306_4_0,477649580_01_02,477649578_02_02
201306,3,5,r,:201306_5_0,477649580_01_02,477651439_01
201306,3,6,r,:201306_5_1,477649580_01_02,477651439_01
201306,3,7,r,:201306_7_0,477649580_01_02,477610076_01
201306,3,8,r,:201306_8_0,477610076_02,477649578_02_02
201306,3,9,r,:201306_8_1,477610076_02,477649578_02_02
201306,3,10,y,:201306_10_0,477610076_02,477651439_01
201306,3,11,y,:201306_11_0,477610076_02,477610076_01
201306,3,12,r,:201306_12_0,477651439_02,477610076_01
201306,3,13,r,:201306_13_0,477651439_02,477649580_01_01
201306,3,14,r,:201306_13_1,477651439_02,477649580_01_01
201306,4,0,r,:201306_0_0,477649578_02_01,477651439_01
201306,4,1,r,:201306_1_0,477649578_02_01,477610076_01
201306,4,2,r,:201306_1_1,477649578_02_01,477610076_01
201306,4,3,r,:201306_3_0,477649578_02_01,477649580_01_01
201306,4,4,G,:201306_4_0,477649580_01_02,477649578_02_02
201306,4,5,G,:201306_5_0,477649580_01_02,477651439_01
201306,4,6,G,:201306_5_1,477649580_01_02,477651439_01
201306,4,7,g,:201306_7_0,477649580_01_02,477610076_01
201306,4,8,r,:201306_8_0,477610076_02,477649578_02_02
201306,4,9,r,:201306_8_1,477610076_02,477649578_02_02
201306,4,10,r,:201306_10_0,477610076_02,477651439_01
201306,4,11,r,:201306_11_0,477610076_02,477610076_01
201306,4,12,G,:201306_12_0,477651439_02,477610076_01
201306,4,13,G,:201306_13_0,477651439_02,477649580_01_01
201306,4,14,G,:201306_13_1,477651439_02,477649580_01_01
201306,5,0,r,:201306_0_0,477649578_02_01,477651439_01
201306,5,1,r,:201306_1_0,477649578_02_01,477610076_01
201306,5,2,r,:201306_1_1,477649578_02_01,477610076_01
201306,5,3,r,:201306_3_0,477649578_02_01,477649580_01_01
201306,5,4,y,:201306_4_0,477649580_01_02,477649578_02_02
201306,5,5,y,:201306_5_0,477649580_01_02,477651439_01
201306,5,6,y,:201306_5_1,477649580_01_02,477651439_01
201306,5,7,y,:201306_7_0,477649580_01_02,477610076_01
201306,5,8,r,:201306_8_0,477610076_02,477649578_02_02
201306,5,9,r,:201306_8_1,477610076_02,477649578_02_02
201306,5,10,r,:201306_10_0,477610076_02,477651439_01
201306,5,11,r,:201306_11_0,477610076_02,477610076_01
201306,5,12,y,:201306_12_0,477651439_02,477610076_01
201306,5,13,y,:201306_13_0,477651439_02,477649580_01_01
201306,5,14,y,:201306_13_1,477651439_02,477649580_01_01
201329,0,0,r,:201329_0_0,477604020_02,477604635_01
201329,0,1,r,:201329_1_0,477604020_02,477610040_01_01
201329,0,2,r,:201329_1_1,477604020_02,477610040_01_01
201329,0,3,r,:201329_3_0,477604020_02,477604628_01
201329,0,4,r,:201329_4_0,477604020_02,477604020_01
201329,0,5,G,:201329_5_0,477604628_02,477604020_01
201329,0,6,G,:201329_6_0,477604628_02,477604635_01
201329,0,7,G,:201329_6_1,477604628_02,477604635_01
201329,0,8,g,:201329_8_0,477604628_02,477610040_01_01
201329,0,9,g,:201329_9_0,477604628_02,477604628_01
201329,0,10,r,:201329_10_0,477610040_01_02,477604628_01
201329,0,11,r,:201329_11_0,477610040_01_02,477604020_01
201329,0,12,r,:201329_11_1,477610040_01_02,477604020_01
201329,0,13,r,:201329_13_0,477610040_01_02,477604635_01
201329,0,14,G,:201329_14_0,477604635_02,477610040_01_01
201329,0,15,G,:201329_15_0,477604635_02,477604628_01
201329,0,16,G,:201329_15_1,477604635_02,477604628_01
201329,0,17,g,:201329_17_0,477604635_02,477604020_01
201329,0,18,g,:201329_18_0,477604635_02,477604635_01
201329,1,0,r,:201329_0_0,477604020_02,477604635_01
201329,1,1,r,:201329_1_0,477604020_02,477610040_01_01
201329,1,2,r,:201329_1_1,477604020_02,477610040_01_01
201329,1,3,r,:201329_3_0,477604020_02,477604628_01
201329,1,4,r,:201329_4_0,477604020_02,477604020_01
201329,1,5,y,:201329_5_0,477604628_02,477604020_01
201329,1,6,y,:201329_6_0,477604628_02,477604635_01
201329,1,7,y,:201329_6_1,477604628_02,477604635_01
201329,1,8,g,:201329_8_0,477604628_02,477610040_01_01
201329,1,9,g,:201329_9_0,477604628_02,477604628_01
201329,1,10,r,:201329_10_0,477610040_01_02,477604628_01
201329,1,11,r,:201329_11_0,477610040_01_02,477604020_01
201329,1,12,r,:201329_11_1,477610040_01_02,477604020_01
201329,1,13,r,:201329_13_0,477610040_01_02,477604635_01
201329,1,14,y,:201329_14_0,477604635_02,477610040_01_01
201329,1,15,y,:201329_15_0,477604635_02,477604628_01
201329,1,16,y,:201329_15_1,477604635_02,477604628_01
201329,1,17,g,:201329_17_0,477604635_02,477604020_01
201329,1,18,g,:201329_18_0,477604635_02,477604635_01
201329,2,0,r,:201329_0_0,477604020_02,477604635_01
201329,2,1,r,:201329_1_0,477604020_02,477610040_01_01
201329,2,2,r,:201329_1_1,477604020_02,477610040_01_01
201329,2,3,r,:201329_3_0,477604020_02,477604628_01
201329,2,4,r,:201329_4_0,477604020_02,477604020_01
201329,2,5,r,:201329_5_0,477604628_02,477604020_01
201329,2,6,r,:201329_6_0,477604628_02,477604635_01
201329,2,7,r,:201329_6_1,477604628_02,477604635_01
201329,2,8,G,:201329_8_0,477604628_02,477610040_01_01
201329,2,9,G,:201329_9_0,477604628_02,477604628_01
201329,2,10,r,:201329_10_0,477610040_01_02,477604628_01
201329,2,11,r,:201329_11_0,477610040_01_02,477604020_01
201329,2,12,r,:201329_11_1,477610040_01_02,477604020_01
201329,2,13,r,:201329_13_0,477610040_01_02,477604635_01
201329,2,14,r,:201329_14_0,477604635_02,477610040_01_01
201329,2,15,r,:201329_15_0,477604635_02,477604628_01
201329,2,16,r,:201329_15_1,477604635_02,477604628_01
201329,2,17,G,:201329_17_0,477604635_02,477604020_01
201329,2,18,G,:201329_18_0,477604635_02,477604635_01
201329,3,0,r,:201329_0_0,477604020_02,477604635_01
201329,3,1,r,:201329_1_0,477604020_02,477610040_01_01
201329,3,2,r,:201329_1_1,477604020_02,477610040_01_01
201329,3,3,r,:201329_3_0,477604020_02,477604628_01
201329,3,4,r,:201329_4_0,477604020_02,477604020_01
201329,3,5,r,:201329_5_0,477604628_02,477604020_01
201329,3,6,r,:201329_6_0,477604628_02,477604635_01
201329,3,7,r,:201329_6_1,477604628_02,477604635_01
201329,3,8,y,:201329_8_0,477604628_02,477610040_01_01
201329,3,9,y,:201329_9_0,477604628_02,477604628_01
201329,3,10,r,:201329_10_0,477610040_01_02,477604628_01
201329,3,11,r,:201329_11_0,477610040_01_02,477604020_01
201329,3,12,r,:201329_11_1,477610040_01_02,477604020_01
201329,3,13,r,:201329_13_0,477610040_01_02,477604635_01
201329,3,14,r,:201329_14_0,477604635_02,477610040_01_01
201329,3,15,r,:201329_15_0,477604635_02,477604628_01
201329,3,16,r,:201329_15_1,477604635_02,477604628_01
201329,3,17,y,:201329_17_0,477604635_02,477604020_01
201329,3,18,y,:201329_18_0,477604635_02,477604635_01
201329,4,0,G,:201329_0_0,477604020_02,477604635_01
201329,4,1,G,:201329_1_0,477604020_02,477610040_01_01
201329,4,2,G,:201329_1_1,477604020_02,477610040_01_01
201329,4,3,g,:201329_3_0,477604020_02,477604628_01
201329,4,4,g,:201329_4_0,477604020_02,477604020_01
201329,4,5,r,:201329_5_0,477604628_02,477604020_01
201329,4,6,r,:201329_6_0,477604628_02,477604635_01
201329,4,7,r,:201329_6_1,477604628_02,477604635_01
201329,4,8,r,:201329_8_0,477604628_02,477610040_01_01
201329,4,9,r,:201329_9_0,477604628_02,477604628_01
201329,4,10,G,:201329_10_0,477610040_01_02,477604628_01
201329,4,11,G,:201329_11_0,477610040_01_02,477604020_01
201329,4,12,G,:201329_11_1,477610040_01_02,477604020_01
201329,4,13,g,:201329_13_0,477610040_01_02,477604635_01
201329,4,14,r,:201329_14_0,477604635_02,477610040_01_01
201329,4,15,r,:201329_15_0,477604635_02,477604628_01
201329,4,16,r,:201329_15_1,477604635_02,477604628_01
201329,4,17,r,:201329_17_0,477604635_02,477604020_01
201329,4,18,r,:201329_18_0,477604635_02,477604635_01
201329,5,0,y,:201329_0_0,477604020_02,477604635_01
201329,5,1,y,:201329_1_0,477604020_02,477610040_01_01
201329,5,2,y,:201329_1_1,477604020_02,477610040_01_01
201329,5,3,g,:201329_3_0,477604020_02,477604628_01
201329,5,4,g,:201329_4_0,477604020_02,477604020_01
201329,5,5,r,:201329_5_0,477604628_02,477604020_01
201329,5,6,r,:201329_6_0,477604628_02,477604635_01
201329,5,7,r,:201329_6_1,477604628_02,477604635_01
201329,5,8,r,:201329_8_0,477604628_02,477610040_01_01
201329,5,9,r,:201329_9_0,477604628_02,477604628_01
201329,5,10,y,:201329_10_0,477610040_01_02,477604628_01
201329,5,11,y,:201329_11_0,477610040_01_02,477604020_01
201329,5,12,y,:201329_11_1,477610040_01_02,477604020_01
201329,5,13,g,:201329_13_0,477610040_01_02,477604635_01
201329,5,14,r,:201329_14_0,477604635_02,477610040_01_01
