tl_id,phase_seq,char_idx,signal_char,lane_id,from_edge,to_edge
201329,5,15,r,:201329_15_0,477604635_02,477604628_01
201329,5,16,r,:201329_15_1,477604635_02,477604628_01
201329,5,17,r,:201329_17_0,477604635_02,477604020_01
201329,5,18,r,:201329_18_0,477604635_02,477604635_01
201329,6,0,r,:201329_0_0,477604020_02,477604635_01
201329,6,1,r,:201329_1_0,477604020_02,477610040_01_01
201329,6,2,r,:201329_1_1,477604020_02,477610040_01_01
201329,6,3,G,:201329_3_0,477604020_02,477604628_01
201329,6,4,G,:201329_4_0,477604020_02,477604020_01
201329,6,5,r,:201329_5_0,477604628_02,477604020_01
201329,6,6,r,:201329_6_0,477604628_02,477604635_01
201329,6,7,r,:201329_6_1,477604628_02,477604635_01
201329,6,8,r,:201329_8_0,477604628_02,477610040_01_01
201329,6,9,r,:201329_9_0,477604628_02,477604628_01
201329,6,10,r,:201329_10_0,477610040_01_02,477604628_01
201329,6,11,r,:201329_11_0,477610040_01_02,477604020_01
201329,6,12,r,:201329_11_1,477610040_01_02,477604020_01
201329,6,13,G,:201329_13_0,477610040_01_02,477604635_01
201329,6,14,r,:201329_14_0,477604635_02,477610040_01_01
201329,6,15,r,:201329_15_0,477604635_02,477604628_01
201329,6,16,r,:201329_15_1,477604635_02,477604628_01
201329,6,17,r,:201329_17_0,477604635_02,477604020_01
201329,6,18,r,:201329_18_0,477604635_02,477604635_01
201329,7,0,r,:201329_0_0,477604020_02,477604635_01
201329,7,1,r,:201329_1_0,477604020_02,477610040_01_01
201329,7,2,r,:201329_1_1,477604020_02,477610040_01_01
201329,7,3,y,:201329_3_0,477604020_02,477604628_01
201329,7,4,y,:201329_4_0,477604020_02,477604020_01
201329,7,5,r,:201329_5_0,477604628_02,477604020_01
201329,7,6,r,:201329_6_0,477604628_02,477604635_01
201329,7,7,r,:201329_6_1,477604628_02,477604635_01
201329,7,8,r,:201329_8_0,477604628_02,477610040_01_01
201329,7,9,r,:201329_9_0,477604628_02,477604628_01
201329,7,10,r,:201329_10_0,477610040_01_02,477604628_01
201329,7,11,r,:201329_11_0,477610040_01_02,477604020_01
201329,7,12,r,:201329_11_1,477610040_01_02,477604020_01
201329,7,13,y,:201329_13_0,477610040_01_02,477604635_01
201329,7,14,r,:201329_14_0,477604635_02,477610040_01_01
201329,7,15,r,:201329_15_0,477604635_02,477604628_01
201329,7,16,r,:201329_15_1,477604635_02,477604628_01
201329,7,17,r,:201329_17_0,477604635_02,477604020_01
201329,7,18,r,:201329_18_0,477604635_02,477604635_01
201330,0,0,G,:201330_0_0,477605685_02,477605419_01
201330,0,1,G,:201330_0_1,477605685_02,477605419_01
201330,0,2,G,:201330_0_2,477605685_02,477605419_01
201330,0,3,G,:201330_0_3,477605685_02,477605419_01
201330,0,4,g,:201330_4_0,477605685_02,477643151_01
201330,0,5,g,:201330_5_0,477605685_02,477605685_01
201330,0,6,r,:201330_6_0,477643151_02,477657424_01
201330,0,7,r,:201330_6_1,477643151_02,477657424_01
201330,0,8,r,:201330_8_0,477643151_02,477605419_01
201330,0,9,r,:201330_8_1,477643151_02,477605419_01
201330,0,10,r,:201330_10_0,477643151_02,477643151_01
201330,0,11,G,:201330_11_0,477605419_02,477605685_01
201330,0,12,G,:201330_11_1,477605419_02,477605685_01
201330,0,13,G,:201330_11_2,477605419_02,477605685_01
201330,0,14,G,:201330_11_3,477605419_02,477605685_01
201330,0,15,g,:201330_15_0,477605419_02,477657424_01
201330,0,16,g,:201330_16_0,477605419_02,477605419_01
201330,0,17,r,:201330_17_0,477657424_02,477643151_01
201330,0,18,r,:201330_17_1,477657424_02,477643151_01
201330,0,19,r,:201330_19_0,477657424_02,477605685_01
201330,0,20,r,:201330_19_1,477657424_02,477605685_01
201330,0,21,r,:201330_21_0,477657424_02,477657424_01
201330,1,0,y,:201330_0_0,477605685_02,477605419_01
201330,1,1,y,:201330_0_1,477605685_02,477605419_01
201330,1,2,y,:201330_0_2,477605685_02,477605419_01
201330,1,3,y,:201330_0_3,477605685_02,477605419_01
201330,1,4,g,:201330_4_0,477605685_02,477643151_01
201330,1,5,g,:201330_5_0,477605685_02,477605685_01
201330,1,6,r,:201330_6_0,477643151_02,477657424_01
201330,1,7,r,:201330_6_1,477643151_02,477657424_01
201330,1,8,r,:201330_8_0,477643151_02,477605419_01
201330,1,9,r,:201330_8_1,477643151_02,477605419_01
201330,1,10,r,:201330_10_0,477643151_02,477643151_01
201330,1,11,y,:201330_11_0,477605419_02,477605685_01
201330,1,12,y,:201330_11_1,477605419_02,477605685_01
201330,1,13,y,:201330_11_2,477605419_02,477605685_01
201330,1,14,y,:201330_11_3,477605419_02,477605685_01
201330,1,15,g,:201330_15_0,477605419_02,477657424_01
201330,1,16,g,:201330_16_0,477605419_02,477605419_01
201330,1,17,r,:201330_17_0,477657424_02,477643151_01
201330,1,18,r,:201330_17_1,477657424_02,477643151_01
201330,1,19,r,:201330_19_0,477657424_02,477605685_01
201330,1,20,r,:201330_19_1,477657424_02,477605685_01
201330,1,21,r,:201330_21_0,477657424_02,477657424_01
201330,2,0,r,:201330_0_0,477605685_02,477605419_01
201330,2,1,r,:201330_0_1,477605685_02,477605419_01
201330,2,2,r,:201330_0_2,477605685_02,477605419_01
201330,2,3,r,:201330_0_3,477605685_02,477605419_01
201330,2,4,G,:201330_4_0,477605685_02,477643151_01
201330,2,5,G,:201330_5_0,477605685_02,477605685_01
201330,2,6,r,:201330_6_0,477643151_02,477657424_01
201330,2,7,r,:201330_6_1,477643151_02,477657424_01
201330,2,8,r,:201330_8_0,477643151_02,477605419_01
201330,2,9,r,:201330_8_1,477643151_02,477605419_01
201330,2,10,r,:201330_10_0,477643151_02,477643151_01
201330,2,11,r,:201330_11_0,477605419_02,477605685_01
201330,2,12,r,:201330_11_1,477605419_02,477605685_01
201330,2,13,r,:201330_11_2,477605419_02,477605685_01
201330,2,14,r,:201330_11_3,477605419_02,477605685_01
201330,2,15,G,:201330_15_0,477605419_02,477657424_01
201330,2,16,G,:201330_16_0,477605419_02,477605419_01
201330,2,17,r,:201330_17_0,477657424_02,477643151_01
201330,2,18,r,:201330_17_1,477657424_02,477643151_01
201330,2,19,r,:201330_19_0,477657424_02,477605685_01
201330,2,20,r,:201330_19_1,477657424_02,477605685_01
201330,2,21,r,:201330_21_0,477657424_02,477657424_01
201330,3,0,r,:201330_0_0,477605685_02,477605419_01
201330,3,1,r,:201330_0_1,477605685_02,477605419_01
201330,3,2,r,:201330_0_2,477605685_02,477605419_01
201330,3,3,r,:201330_0_3,477605685_02,477605419_01
201330,3,4,y,:201330_4_0,477605685_02,477643151_01
201330,3,5,y,:201330_5_0,477605685_02,477605685_01
201330,3,6,r,:201330_6_0,477643151_02,477657424_01
201330,3,7,r,:201330_6_1,477643151_02,477657424_01
201330,3,8,r,:201330_8_0,477643151_02,477605419_01
201330,3,9,r,:201330_8_1,477643151_02,477605419_01
201330,3,10,r,:201330_10_0,477643151_02,477643151_01
201330,3,11,r,:201330_11_0,477605419_02,477605685_01
201330,3,12,r,:201330_11_1,477605419_02,477605685_01
201330,3,13,r,:201330_11_2,477605419_02,477605685_01
201330,3,14,r,:201330_11_3,477605419_02,477605685_01
201330,3,15,y,:201330_15_0,477605419_02,477657424_01
201330,3,16,y,:201330_16_0,477605419_02,477605419_01
201330,3,17,r,:201330_17_0,477657424_02,477643151_01
201330,3,18,r,:201330_17_1,477657424_02,477643151_01
201330,3,19,r,:201330_19_0,477657424_02,477605685_01
201330,3,20,r,:201330_19_1,477657424_02,477605685_01
201330,3,21,r,:201330_21_0,477657424_02,477657424_01
201330,4,0,r,:201330_0_0,477605685_02,477605419_01
201330,4,1,r,:201330_0_1,477605685_02,477605419_01
201330,4,2,r,:201330_0_2,477605685_02,477605419_01
201330,4,3,r,:201330_0_3,477605685_02,477605419_01
201330,4,4,r,:201330_4_0,477605685_02,477643151_01
201330,4,5,r,:201330_5_0,477605685_02,477605685_01
201330,4,6,r,:201330_6_0,477643151_02,477657424_01
201330,4,7,r,:201330_6_1,477643151_02,477657424_01
201330,4,8,r,:201330_8_0,477643151_02,477605419_01
201330,4,9,r,:201330_8_1,477643151_02,477605419_01
201330,4,10,r,:201330_10_0,477643151_02,477643151_01
201330,4,11,r,:201330_11_0,477605419_02,477605685_01
201330,4,12,r,:201330_11_1,477605419_02,477605685_01
201330,4,13,r,:201330_11_2,477605419_02,477605685_01
201330,4,14,r,:201330_11_3,477605419_02,477605685_01
201330,4,15,r,:201330_15_0,477605419_02,477657424_01
201330,4,16,G,:201330_16_0,477605419_02,477605419_01
201330,4,17,G,:201330_17_0,477657424_02,477643151_01
201330,4,18,G,:201330_17_1,477657424_02,477643151_01
201330,4,19,G,:201330_19_0,477657424_02,477605685_01
201330,4,20,G,:201330_19_1,477657424_02,477605685_01
201330,4,21,G,:201330_21_0,477657424_02,477657424_01
201330,5,0,r,:201330_0_0,477605685_02,477605419_01
201330,5,1,r,:201330_0_1,477605685_02,477605419_01
201330,5,2,r,:201330_0_2,477605685_02,477605419_01
201330,5,3,r,:201330_0_3,477605685_02,477605419_01
201330,5,4,r,:201330_4_0,477605685_02,477643151_01
201330,5,5,r,:201330_5_0,477605685_02,477605685_01
201330,5,6,r,:201330_6_0,477643151_02,477657424_01
201330,5,7,r,:201330_6_1,477643151_02,477657424_01
201330,5,8,r,:201330_8_0,477643151_02,477605419_01
201330,5,9,r,:201330_8_1,477643151_02,477605419_01
201330,5,10,r,:201330_10_0,477643151_02,477643151_01
201330,5,11,r,:201330_11_0,477605419_02,477605685_01
201330,5,12,r,:201330_11_1,477605419_02,477605685_01
201330,5,13,r,:201330_11_2,477605419_02,477605685_01
201330,5,14,r,:201330_11_3,477605419_02,477605685_01
201330,5,15,r,:201330_15_0,477605419_02,477657424_01
201330,5,16,y,:201330_16_0,477605419_02,477605419_01
201330,5,17,y,:201330_17_0,477657424_02,477643151_01
201330,5,18,y,:201330_17_1,477657424_02,477643151_01
201330,5,19,y,:201330_19_0,477657424_02,477605685_01
201330,5,20,y,:201330_19_1,477657424_02,477605685_01
201330,5,21,y,:201330_21_0,477657424_02,477657424_01
201330,6,0,r,:201330_0_0,477605685_02,477605419_01
201330,6,1,r,:201330_0_1,477605685_02,477605419_01
201330,6,2,r,:201330_0_2,477605685_02,477605419_01
201330,6,3,r,:201330_0_3,477605685_02,477605419_01
201330,6,4,r,:201330_4_0,477605685_02,477643151_01
201330,6,5,G,:201330_5_0,477605685_02,477605685_01
201330,6,6,G,:201330_6_0,477643151_02,477657424_01
201330,6,7,G,:201330_6_1,477643151_02,477657424_01
201330,6,8,G,:201330_8_0,477643151_02,477605419_01
201330,6,9,G,:201330_8_1,477643151_02,477605419_01
201330,6,10,G,:201330_10_0,477643151_02,477643151_01
201330,6,11,r,:201330_11_0,477605419_02,477605685_01
201330,6,12,r,:201330_11_1,477605419_02,477605685_01
201330,6,13,r,:201330_11_2,477605419_02,477605685_01
201330,6,14,r,:201330_11_3,477605419_02,477605685_01
201330,6,15,r,:201330_15_0,477605419_02,477657424_01
201330,6,16,r,:201330_16_0,477605419_02,477605419_01
201330,6,17,r,:201330_17_0,477657424_02,477643151_01
201330,6,18,r,:201330_17_1,477657424_02,477643151_01
201330,6,19,r,:201330_19_0,477657424_02,477605685_01
201330,6,20,r,:201330_19_1,477657424_02,477605685_01
201330,6,21,r,:201330_21_0,477657424_02,477657424_01
201330,7,0,r,:201330_0_0,477605685_02,477605419_01
201330,7,1,r,:201330_0_1,477605685_02,477605419_01
201330,7,2,r,:201330_0_2,477605685_02,477605419_01
201330,7,3,r,:201330_0_3,477605685_02,477605419_01
201330,7,4,r,:201330_4_0,477605685_02,477643151_01
201330,7,5,y,:201330_5_0,477605685_02,477605685_01
201330,7,6,y,:201330_6_0,477643151_02,477657424_01
201330,7,7,y,:201330_6_1,477643151_02,477657424_01
201330,7,8,y,:201330_8_0,477643151_02,477605419_01
201330,7,9,y,:201330_8_1,477643151_02,477605419_01
201330,7,10,y,:201330_10_0,477643151_02,477643151_01
201330,7,11,r,:201330_11_0,477605419_02,477605685_01
201330,7,12,r,:201330_11_1,477605419_02,477605685_01
201330,7,13,r,:201330_11_2,477605419_02,477605685_01
201330,7,14,r,:201330_11_3,477605419_02,477605685_01
201330,7,15,r,:201330_15_0,477605419_02,477657424_01
201330,7,16,r,:201330_16_0,477605419_02,477605419_01
201330,7,17,r,:201330_17_0,477657424_02,477643151_01
201330,7,18,r,:201330_17_1,477657424_02,477643151_01
201330,7,19,r,:201330_19_0,477657424_02,477605685_01
201330,7,20,r,:201330_19_1,477657424_02,477605685_01
201330,7,21,r,:201330_21_0,477657424_02,477657424_01
204820,0,0,r,:204820_0_0,477706911_01,477707013_01
204820,0,1,r,:204820_1_0,477706911_01,477706883_02
204820,0,2,r,:204820_1_1,477706911_01,477706883_02
204820,0,3,r,:204820_3_0,477706911_01,477706392_01
204820,0,4,G,:204820_4_0,477706392_02,477706911_02_02
204820,0,5,G,:204820_5_0,477706392_02,477707013_01
204820,0,6,G,:204820_5_1,477706392_02,477707013_01
204820,0,7,G,:204820_5_2,477706392_02,477707013_01
204820,0,8,G,:204820_5_3,477706392_02,477707013_01
204820,0,9,G,:204820_5_4,477706392_02,477707013_01
204820,0,10,g,:204820_10_0,477706392_02,477706883_02
204820,0,11,g,:204820_11_0,477706392_02,477706392_01
204820,0,12,r,:204820_12_0,477706883_01,477706392_01
204820,0,13,r,:204820_13_0,477706883_01,477706911_02_02
204820,0,14,r,:204820_13_1,477706883_01,477706911_02_02
204820,0,15,r,:204820_15_0,477706883_01,477707013_01
204820,0,16,G,:204820_16_0,477707013_02,477706883_02
204820,0,17,G,:204820_17_0,477707013_02,477706392_01
204820,0,18,G,:204820_17_1,477707013_02,477706392_01
204820,0,19,G,:204820_17_2,477707013_02,477706392_01
204820,0,20,G,:204820_17_3,477707013_02,477706392_01
204820,0,21,G,:204820_17_4,477707013_02,477706392_01
204820,0,22,g,:204820_22_0,477707013_02,477706911_02_02
204820,0,23,g,:204820_23_0,477707013_02,477707013_01
204820,1,0,r,:204820_0_0,477706911_01,477707013_01
204820,1,1,r,:204820_1_0,477706911_01,477706883_02
204820,1,2,r,:204820_1_1,477706911_01,477706883_02
204820,1,3,r,:204820_3_0,477706911_01,477706392_01
204820,1,4,y,:204820_4_0,477706392_02,477706911_02_02
204820,1,5,y,:204820_5_0,477706392_02,477707013_01
204820,1,6,y,:204820_5_1,477706392_02,477707013_01
204820,1,7,y,:204820_5_2,477706392_02,477707013_01
204820,1,8,y,:204820_5_3,477706392_02,477707013_01
204820,1,9,y,:204820_5_4,477706392_02,477707013_01
204820,1,10,g,:204820_10_0,477706392_02,477706883_02
204820,1,11,g,:204820_11_0,477706392_02,477706392_01
204820,1,12,r,:204820_12_0,477706883_01,477706392_01
204820,1,13,r,:204820_13_0,477706883_01,477706911_02_02
204820,1,14,r,:204820_13_1,477706883_01,477706911_02_02
204820,1,15,r,:204820_15_0,477706883_01,477707013_01
204820,1,16,y,:204820_16_0,477707013_02,477706883_02
204820,1,17,y,:204820_17_0,477707013_02,477706392_01
204820,1,18,y,:204820_17_1,477707013_02,477706392_01
204820,1,19,y,:204820_17_2,477707013_02,477706392_01
204820,1,20,y,:204820_17_3,477707013_02,477706392_01
204820,1,21,y,:204820_17_4,477707013_02,477706392_01
204820,1,22,g,:204820_22_0,477707013_02,477706911_02_02
204820,1,23,g,:204820_23_0,477707013_02,477707013_01
204820,2,0,r,:204820_0_0,477706911_01,477707013_01
204820,2,1,r,:204820_1_0,477706911_01,477706883_02
204820,2,2,r,:204820_1_1,477706911_01,477706883_02
204820,2,3,r,:204820_3_0,477706911_01,477706392_01
204820,2,4,r,:204820_4_0,477706392_02,477706911_02_02
204820,2,5,r,:204820_5_0,477706392_02,477707013_01
204820,2,6,r,:204820_5_1,477706392_02,477707013_01
204820,2,7,r,:204820_5_2,477706392_02,477707013_01
204820,2,8,r,:204820_5_3,477706392_02,477707013_01
204820,2,9,r,:204820_5_4,477706392_02,477707013_01
204820,2,10,G,:204820_10_0,477706392_02,477706883_02
204820,2,11,G,:204820_11_0,477706392_02,477706392_01
204820,2,12,r,:204820_12_0,477706883_01,477706392_01
204820,2,13,r,:204820_13_0,477706883_01,477706911_02_02
204820,2,14,r,:204820_13_1,477706883_01,477706911_02_02
204820,2,15,r,:204820_15_0,477706883_01,477707013_01
204820,2,16,r,:204820_16_0,477707013_02,477706883_02
204820,2,17,r,:204820_17_0,477707013_02,477706392_01
204820,2,18,r,:204820_17_1,477707013_02,477706392_01
204820,2,19,r,:204820_17_2,477707013_02,477706392_01
204820,2,20,r,:204820_17_3,477707013_02,477706392_01
204820,2,21,r,:204820_17_4,477707013_02,477706392_01
204820,2,22,G,:204820_22_0,477707013_02,477706911_02_02
204820,2,23,G,:204820_23_0,477707013_02,477707013_01
204820,3,0,r,:204820_0_0,477706911_01,477707013_01
204820,3,1,r,:204820_1_0,477706911_01,477706883_02
204820,3,2,r,:204820_1_1,477706911_01,477706883_02
204820,3,3,r,:204820_3_0,477706911_01,477706392_01
204820,3,4,r,:204820_4_0,477706392_02,477706911_02_02
204820,3,5,r,:204820_5_0,477706392_02,477707013_01
204820,3,6,r,:204820_5_1,477706392_02,477707013_01
204820,3,7,r,:204820_5_2,477706392_02,477707013_01
204820,3,8,r,:204820_5_3,477706392_02,477707013_01
204820,3,9,r,:204820_5_4,477706392_02,477707013_01
204820,3,10,y,:204820_10_0,477706392_02,477706883_02
204820,3,11,y,:204820_11_0,477706392_02,477706392_01
204820,3,12,r,:204820_12_0,477706883_01,477706392_01
204820,3,13,r,:204820_13_0,477706883_01,477706911_02_02
204820,3,14,r,:204820_13_1,477706883_01,477706911_02_02
204820,3,15,r,:204820_15_0,477706883_01,477707013_01
204820,3,16,r,:204820_16_0,477707013_02,477706883_02
204820,3,17,r,:204820_17_0,477707013_02,477706392_01
204820,3,18,r,:204820_17_1,477707013_02,477706392_01
204820,3,19,r,:204820_17_2,477707013_02,477706392_01
204820,3,20,r,:204820_17_3,477707013_02,477706392_01
204820,3,21,r,:204820_17_4,477707013_02,477706392_01
204820,3,22,y,:204820_22_0,477707013_02,477706911_02_02
204820,3,23,y,:204820_23_0,477707013_02,477707013_01
204820,4,0,G,:204820_0_0,477706911_01,477707013_01
204820,4,1,G,:204820_1_0,477706911_01,477706883_02
204820,4,2,G,:204820_1_1,477706911_01,477706883_02
204820,4,3,g,:204820_3_0,477706911_01,477706392_01
204820,4,4,r,:204820_4_0,477706392_02,477706911_02_02
204820,4,5,r,:204820_5_0,477706392_02,477707013_01
204820,4,6,r,:204820_5_1,477706392_02,477707013_01
204820,4,7,r,:204820_5_2,477706392_02,477707013_01
204820,4,8,r,:204820_5_3,477706392_02,477707013_01
204820,4,9,r,:204820_5_4,477706392_02,477707013_01
204820,4,10,r,:204820_10_0,477706392_02,477706883_02
204820,4,11,r,:204820_11_0,477706392_02,477706392_01
204820,4,12,G,:204820_12_0,477706883_01,477706392_01
204820,4,13,G,:204820_13_0,477706883_01,477706911_02_02
204820,4,14,G,:204820_13_1,477706883_01,477706911_02_02
204820,4,15,g,:204820_15_0,477706883_01,477707013_01
204820,4,16,G,:204820_16_0,477707013_02,477706883_02
204820,4,17,r,:204820_17_0,477707013_02,477706392_01
204820,4,18,r,:204820_17_1,477707013_02,477706392_01
204820,4,19,r,:204820_17_2,477707013_02,477706392_01
204820,4,20,r,:204820_17_3,477707013_02,477706392_01
204820,4,21,r,:204820_17_4,477707013_02,477706392_01
204820,4,22,r,:204820_22_0,477707013_02,477706911_02_02
204820,4,23,r,:204820_23_0,477707013_02,477707013_01
204820,5,0,y,:204820_0_0,477706911_01,477707013_01
204820,5,1,y,:204820_1_0,477706911_01,477706883_02
204820,5,2,y,:204820_1_1,477706911_01,477706883_02
204820,5,3,g,:204820_3_0,477706911_01,477706392_01
204820,5,4,r,:204820_4_0,477706392_02,477706911_02_02
204820,5,5,r,:204820_5_0,477706392_02,477707013_01
204820,5,6,r,:204820_5_1,477706392_02,477707013_01
204820,5,7,r,:204820_5_2,477706392_02,477707013_01
204820,5,8,r,:204820_5_3,477706392_02,477707013_01
204820,5,9,r,:204820_5_4,477706392_02,477707013_01
204820,5,10,r,:204820_10_0,477706392_02,477706883_02
204820,5,11,r,:204820_11_0,477706392_02,477706392_01
204820,5,12,y,:204820_12_0,477706883_01,477706392_01
204820,5,13,y,:204820_13_0,477706883_01,477706911_02_02
204820,5,14,y,:204820_13_1,477706883_01,477706911_02_02
204820,5,15,g,:204820_15_0,477706883_01,477707013_01
204820,5,16,y,:204820_16_0,477707013_02,477706883_02
204820,5,17,r,:204820_17_0,477707013_02,477706392_01
204820,5,18,r,:204820_17_1,477707013_02,477706392_01
204820,5,19,r,:204820_17_2,477707013_02,477706392_01
204820,5,20,r,:204820_17_3,477707013_02,477706392_01
204820,5,21,r,:204820_17_4,477707013_02,477706392_01
204820,5,22,r,:204820_22_0,477707013_02,477706911_02_02
204820,5,23,r,:204820_23_0,477707013_02,477707013_01
204820,6,0,r,:204820_0_0,477706911_01,477707013_01
204820,6,1,r,:204820_1_0,477706911_01,477706883_02
204820,6,2,r,:204820_1_1,477706911_01,477706883_02
204820,6,3,G,:204820_3_0,477706911_01,477706392_01
204820,6,4,r,:204820_4_0,477706392_02,477706911_02_02
204820,6,5,r,:204820_5_0,477706392_02,477707013_01
204820,6,6,r,:204820_5_1,477706392_02,477707013_01
204820,6,7,r,:204820_5_2,477706392_02,477707013_01
204820,6,8,r,:204820_5_3,477706392_02,477707013_01
204820,6,9,r,:204820_5_4,477706392_02,477707013_01
204820,6,10,r,:204820_10_0,477706392_02,477706883_02
204820,6,11,r,:204820_11_0,477706392_02,477706392_01
204820,6,12,r,:204820_12_0,477706883_01,477706392_01
204820,6,13,r,:204820_13_0,477706883_01,477706911_02_02
204820,6,14,r,:204820_13_1,477706883_01,477706911_02_02
204820,6,15,G,:204820_15_0,477706883_01,477707013_01
204820,6,16,r,:204820_16_0,477707013_02,477706883_02
204820,6,17,r,:204820_17_0,477707013_02,477706392_01
204820,6,18,r,:204820_17_1,477707013_02,477706392_01
204820,6,19,r,:204820_17_2,477707013_02,477706392_01
204820,6,20,r,:204820_17_3,477707013_02,477706392_01
204820,6,21,r,:204820_17_4,477707013_02,477706392_01
204820,6,22,r,:204820_22_0,477707013_02,477706911_02_02
204820,6,23,r,:204820_23_0,477707013_02,477707013_01
204820,7,0,r,:204820_0_0,477706911_01,477707013_01
204820,7,1,r,:204820_1_0,477706911_01,477706883_02
204820,7,2,r,:204820_1_1,477706911_01,477706883_02
204820,7,3,y,:204820_3_0,477706911_01,477706392_01
204820,7,4,r,:204820_4_0,477706392_02,477706911_02_02
204820,7,5,r,:204820_5_0,477706392_02,477707013_01
204820,7,6,r,:204820_5_1,477706392_02,477707013_01
204820,7,7,r,:204820_5_2,477706392_02,477707013_01
204820,7,8,r,:204820_5_3,477706392_02,477707013_01
204820,7,9,r,:204820_5_4,477706392_02,477707013_01
204820,7,10,r,:204820_10_0,477706392_02,477706883_02
204820,7,11,r,:204820_11_0,477706392_02,477706392_01
204820,7,12,r,:204820_12_0,477706883_01,477706392_01
204820,7,13,r,:204820_13_0,477706883_01,477706911_02_02
204820,7,14,r,:204820_13_1,477706883_01,477706911_02_02
204820,7,15,y,:204820_15_0,477706883_01,477707013_01
204820,7,16,r,:204820_16_0,477707013_02,477706883_02
204820,7,17,r,:204820_17_0,477707013_02,477706392_01
204820,7,18,r,:204820_17_1,477707013_02,477706392_01
204820,7,19,r,:204820_17_2,477707013_02,477706392_01
204820,7,20,r,:204820_17_3,477707013_02,477706392_01
204820,7,21,r,:204820_17_4,477707013_02,477706392_01
204820,7,22,r,:204820_22_0,477707013_02,477706911_02_02
204820,7,23,r,:204820_23_0,477707013_02,477707013_01
204822,0,0,r,:204822_0_0,477707011_01,477706439_01
204822,0,1,r,:204822_1_0,477707011_01,477704547_01
204822,0,2,r,:204822_1_1,477707011_01,477704547_01
204822,0,3,r,:204822_3_0,477707011_01,477714888_01
204822,0,4,G,:204822_4_0,477714888_02,477707011_02
204822,0,5,G,:204822_5_0,477714888_02,477706439_01
204822,0,6,G,:204822_5_1,477714888_02,477706439_01
204822,0,7,G,:204822_5_2,477714888_02,477706439_01
204822,0,8,G,:204822_5_3,477714888_02,477706439_01
204822,0,9,G,:204822_5_4,477714888_02,477706439_01
204822,0,10,G,:204822_5_5,477714888_02,477706439_01
204822,0,11,g,:204822_11_0,477714888_02,477704547_01
204822,0,12,g,:204822_12_0,477714888_02,477714888_01
204822,0,13,r,:204822_13_0,477704547_02,477714888_01
204822,0,14,r,:204822_14_0,477704547_02,477707011_02
204822,0,15,r,:204822_14_1,477704547_02,477707011_02
204822,0,16,r,:204822_16_0,477704547_02,477706439_01
204822,0,17,r,:204822_16_1,477704547_02,477706439_01
204822,0,18,G,:204822_18_0,477706439_02,477704547_01
204822,0,19,G,:204822_19_0,477706439_02,477714888_01
204822,0,20,G,:204822_19_1,477706439_02,477714888_01
204822,0,21,G,:204822_19_2,477706439_02,477714888_01
204822,0,22,G,:204822_19_3,477706439_02,477714888_01
204822,0,23,G,:204822_19_4,477706439_02,477714888_01
204822,0,24,g,:204822_24_0,477706439_02,477707011_02
204822,0,25,g,:204822_25_0,477706439_02,477706439_01
204822,1,0,r,:204822_0_0,477707011_01,477706439_01
204822,1,1,r,:204822_1_0,477707011_01,477704547_01
204822,1,2,r,:204822_1_1,477707011_01,477704547_01
204822,1,3,r,:204822_3_0,477707011_01,477714888_01
204822,1,4,y,:204822_4_0,477714888_02,477707011_02
204822,1,5,y,:204822_5_0,477714888_02,477706439_01
204822,1,6,y,:204822_5_1,477714888_02,477706439_01
204822,1,7,y,:204822_5_2,477714888_02,477706439_01
204822,1,8,y,:204822_5_3,477714888_02,477706439_01
204822,1,9,y,:204822_5_4,477714888_02,477706439_01
204822,1,10,y,:204822_5_5,477714888_02,477706439_01
204822,1,11,g,:204822_11_0,477714888_02,477704547_01
204822,1,12,g,:204822_12_0,477714888_02,477714888_01
204822,1,13,r,:204822_13_0,477704547_02,477714888_01
204822,1,14,r,:204822_14_0,477704547_02,477707011_02
204822,1,15,r,:204822_14_1,477704547_02,477707011_02
204822,1,16,r,:204822_16_0,477704547_02,477706439_01
204822,1,17,r,:204822_16_1,477704547_02,477706439_01
204822,1,18,y,:204822_18_0,477706439_02,477704547_01
204822,1,19,y,:204822_19_0,477706439_02,477714888_01
204822,1,20,y,:204822_19_1,477706439_02,477714888_01
204822,1,21,y,:204822_19_2,477706439_02,477714888_01
204822,1,22,y,:204822_19_3,477706439_02,477714888_01
204822,1,23,y,:204822_19_4,477706439_02,477714888_01
204822,1,24,g,:204822_24_0,477706439_02,477707011_02
204822,1,25,g,:204822_25_0,477706439_02,477706439_01
204822,2,0,r,:204822_0_0,477707011_01,477706439_01
204822,2,1,r,:204822_1_0,477707011_01,477704547_01
204822,2,2,r,:204822_1_1,477707011_01,477704547_01
204822,2,3,r,:204822_3_0,477707011_01,477714888_01
204822,2,4,r,:204822_4_0,477714888_02,477707011_02
204822,2,5,r,:204822_5_0,477714888_02,477706439_01
204822,2,6,r,:204822_5_1,477714888_02,477706439_01
204822,2,7,r,:204822_5_2,477714888_02,477706439_01
204822,2,8,r,:204822_5_3,477714888_02,477706439_01
204822,2,9,r,:204822_5_4,477714888_02,477706439_01
204822,2,10,r,:204822_5_5,477714888_02,477706439_01
204822,2,11,G,:204822_11_0,477714888_02,477704547_01
204822,2,12,G,:204822_12_0,477714888_02,477714888_01
204822,2,13,r,:204822_13_0,477704547_02,477714888_01
204822,2,14,r,:204822_14_0,477704547_02,477707011_02
204822,2,15,r,:204822_14_1,477704547_02,477707011_02
